heatName,heatTime,heatDay,category,name1,email1,contact1,name2,email2,contact2,name3,email3,contact3,name4,email4,contact4
Heat_1,7:30,2025-05-10,Singles Open,Turbo Turtles,jose.filipe.chavarria1@gmail.com,123456789,,,,
Heat_2,16:00,2025-05-10,Singles Open,Speed Demons,jose.filipe.chavarria2@gmail.com,123456789,,,,
Heat_3,9:15,2025-05-10,Singles Open,Storm Chasers,jose.filipe.chavarria3@gmail.com,123456789,,,,
Heat_4,18:30,2025-05-10,Singles Open,The Underdogs,jose.filipe.chavarria4@gmail.com,123456789,,,,
Heat_5,12:45,2025-05-10,Singles Open,Chaos Crew,jose.filipe.chavarria5@gmail.com,123456789,,,,
Heat_6,20:00,2025-05-10,Singles Open,Rocket Rabbits,jose.filipe.chavarria6@gmail.com,123456789,,,,
Heat_7,14:30,2025-05-10,Singles Open,Fast & Curious,jose.filipe.chavarria7@gmail.com,123456789,,,,
Heat_8,8:45,2025-05-10,Singles Open,Turbo Turtles,jose.filipe.chavarria8@gmail.com,123456789,,,,
Heat_9,16:00,2025-05-10,Singles Open,Speed Demons,jose.filipe.chavarria9@gmail.com,123456789,,,,
Heat_10,10:15,2025-05-10,Singles Open,Storm Chasers,jose.filipe.chavarria10@gmail.com,123456789,,,,
Heat_11,18:30,2025-05-10,Singles Open,Blazing Falcons,jose.filipe.chavarria11@gmail.com,123456789,,,,
Heat_12,19:00,2025-05-10,Singles Open,Chaos Crew,jose.filipe.chavarria12@gmail.com,123456789,,,,
Heat_13,13:15,2025-05-10,Singles Open,Rocket Rabbits,jose.filipe.chavarria13@gmail.com,123456789,,,,
Heat_14,6:30,2025-05-10,Singles Open,Fast & Curious,jose.filipe.chavarria14@gmail.com,123456789,,,,
Heat_15,15:45,2025-05-10,Singles Open,Turbo Turtles,jose.filipe.chavarria15@gmail.com,123456789,,,,
Heat_16,8:00,2025-05-10,Singles Open,Lightning Strikes,jose.filipe.chavarria16@gmail.com,123456789,,,,
Heat_17,17:30,2025-05-10,Singles Open,Storm Chasers,jose.filipe.chavarria17@gmail.com,123456789,,,,
Heat_18,11:45,2025-05-10,Singles Open,Blazing Falcons,jose.filipe.chavarria18@gmail.com,123456789,,,,
Heat_19,19:00,2025-05-10,Singles Open,The Underdogs,jose.filipe.chavarria19@gmail.com,123456789,,,,
Heat_20,13:15,2025-05-10,Singles Open,Rocket Rabbits,jose.filipe.chavarria20@gmail.com,123456789,,,,
Heat_21,6:45,2025-05-10,Singles Open,Snail Racers,jose.filipe.chavarria21@gmail.com,123456789,,,,
Heat_22,15:00,2025-05-10,Singles Open,Turbo Turtles,jose.filipe.chavarria22@gmail.com,123456789,,,,
Heat_23,9:15,2025-05-10,Singles Open,Lightning Strikes,jose.filipe.chavarria23@gmail.com,123456789,,,,
Heat_24,17:30,2025-05-10,Singles Open,Speed Demons,jose.filipe.chavarria24@gmail.com,123456789,,,,
Heat_25,11:45,2025-05-10,Singles Open,Blazing Falcons,jose.filipe.chavarria25@gmail.com,123456789,,,,
Heat_26,20:15,2025-05-10,Singles Open,The Underdogs,jose.filipe.chavarria26@gmail.com,123456789,,,,
Heat_27,13:30,2025-05-10,Singles Open,Rocket Rabbits,jose.filipe.chavarria27@gmail.com,123456789,,,,
Heat_28,7:45,2025-05-10,Singles Open,Snail Racers,jose.filipe.chavarria28@gmail.com,123456789,,,,
Heat_29,15:00,2025-05-10,Singles Open,Fast & Curious,jose.filipe.chavarria29@gmail.com,123456789,,,,
Heat_30,9:15,2025-05-10,Singles Open,Fast & Curious,jose.filipe.chavarria30@gmail.com,123456789,,,,
Heat_31,18:45,2025-05-10,Singles Open,Turbo Turtles,jose.filipe.chavarria31@gmail.com,123456789,,,,
Heat_32,11:00,2025-05-10,Singles Open,Lightning Strikes,jose.filipe.chavarria32@gmail.com,123456789,,,,
Heat_33,20:15,2025-05-10,Singles Open,Storm Chasers,jose.filipe.chavarria33@gmail.com,123456789,,,,
Heat_34,13:30,2025-05-10,Singles Open,Blazing Falcons,jose.filipe.chavarria34@gmail.com,123456789,,,,
Heat_35,7:45,2025-05-10,Singles Open,Chaos Crew,jose.filipe.chavarria35@gmail.com,123456789,,,,
Heat_36,16:15,2025-05-10,Singles Open,Rocket Rabbits,jose.filipe.chavarria36@gmail.com,123456789,,,,
Heat_37,9:30,2025-05-10,Singles Open,Snail Racers,jose.filipe.chavarria37@gmail.com,123456789,,,,
Heat_38,18:45,2025-05-10,Singles Open,Turbo Turtles,jose.filipe.chavarria38@gmail.com,123456789,,,,
Heat_39,12:00,2025-05-10,Singles Open,Lightning Strikes,jose.filipe.chavarria39@gmail.com,123456789,,,,
Heat_40,20:15,2025-05-10,Singles Open,Storm Chasers,jose.filipe.chavarria40@gmail.com,123456789,,,,
Heat_41,14:45,2025-05-10,Singles Open,Blazing Falcons,jose.filipe.chavarria41@gmail.com,123456789,,,,
Heat_42,7:00,2025-05-10,Singles Open,The Underdogs,jose.filipe.chavarria42@gmail.com,123456789,,,,
Heat_43,16:15,2025-05-10,Singles Open,Rocket Rabbits,jose.filipe.chavarria43@gmail.com,123456789,,,,
Heat_44,10:30,2025-05-10,Singles Open,Snail Racers,jose.filipe.chavarria44@gmail.com,123456789,,,,
Heat_45,18:45,2025-05-10,Singles Open,Turbo Turtles,jose.filipe.chavarria45@gmail.com,123456789,,,,
Heat_46,12:15,2025-05-10,Singles Open,Lightning Strikes,jose.filipe.chavarria46@gmail.com,123456789,,,,
Heat_47,20:30,2025-05-10,Singles Open,Speed Demons,jose.filipe.chavarria47@gmail.com,123456789,,,,
Heat_48,6:45,2025-05-10,Singles Open,Blazing Falcons,jose.filipe.chavarria48@gmail.com,123456789,,,,
Heat_49,15:00,2025-05-10,Singles Open,The Underdogs,jose.filipe.chavarria49@gmail.com,123456789,,,,
Heat_50,8:15,2025-05-10,Singles Open,Chaos Crew,jose.filipe.chavarria50@gmail.com,123456789,,,,
Heat_51,17:45,2025-05-10,Singles Open,Snail Racers,jose.filipe.chavarria51@gmail.com,123456789,,,,
Heat_52,10:00,2025-05-10,Singles Open,Fast & Curious,jose.filipe.chavarria52@gmail.com,123456789,,,,
Heat_53,19:15,2025-05-10,Singles Open,Lightning Strikes,jose.filipe.chavarria53@gmail.com,123456789,,,,
Heat_54,13:30,2025-05-10,Singles Open,Speed Demons,jose.filipe.chavarria54@gmail.com,123456789,,,,
Heat_55,6:00,2025-05-10,Singles Open,Storm Chasers,jose.filipe.chavarria55@gmail.com,123456789,,,,
Heat_56,15:15,2025-05-10,Singles Open,The Underdogs,jose.filipe.chavarria56@gmail.com,123456789,,,,
Heat_57,9:30,2025-05-10,Singles Open,Chaos Crew,jose.filipe.chavarria57@gmail.com,123456789,,,,
Heat_58,17:45,2025-05-10,Singles Open,Snail Racers,jose.filipe.chavarria58@gmail.com,123456789,,,,
Heat_59,11:00,2025-05-10,Singles Open,Fast & Curious,jose.filipe.chavarria59@gmail.com,123456789,,,,
Heat_60,19:30,2025-05-10,Singles Open,Turbo Turtles,jose.filipe.chavarria60@gmail.com,123456789,,,,
